transcript	exonic_length	exonic_length_utr5	exonic_length_cds	exonic_length_utr3
ENSMUST00000049931	3743	111	1188	2444
ENSMUST00000098744	966	NA	966	NA
ENSMUST00000105177	1251	193	1005	53
ENSMUST00000032997	1235	284	729	222
ENSMUST00000170402	3291	33	2559	699
ENSMUST00000139582	4262	280	3030	952
ENSMUST00000108415	7095	36	1440	5619
ENSMUST00000168580	921	NA	921	NA
ENSMUST00000203821	1535	159	867	509
ENSMUST00000107843	1508	250	1116	142
ENSMUST00000205259	1980	35	1254	691
ENSMUST00000205778	438	28	279	131
ENSMUST00000238711	3230	59	3153	18
ENSMUST00000119980	903	328	513	62
ENSMUST00000206026	2906	53	1029	1824
ENSMUST00000074981	936	NA	936	NA
ENSMUST00000107368	3685	90	3267	328
ENSMUST00000094398	4616	95	1416	3105
ENSMUST00000032551	4199	259	1392	2548
ENSMUST00000037762	2206	83	1989	134
ENSMUST00000165921	2586	NA	2586	NA
ENSMUST00000108590	965	44	891	30
ENSMUST00000205833	427	NA	NA	NA
ENSMUST00000164345	2735	156	270	2309
ENSMUST00000033139	4735	119	1551	3065
ENSMUST00000205961	2021	149	1785	87
ENSMUST00000206461	1069	NA	NA	NA
ENSMUST00000227855	7362	664	930	5768
ENSMUST00000171425	3381	148	1035	2198
ENSMUST00000208543	4610	NA	NA	NA
ENSMUST00000078191	945	NA	945	NA
ENSMUST00000174158	3293	655	927	1711
ENSMUST00000098663	911	56	411	444
ENSMUST00000006478	870	120	675	75
ENSMUST00000171059	462	NA	462	NA
ENSMUST00000232435	1715	NA	NA	NA
ENSMUST00000065957	1750	256	1161	333
ENSMUST00000213252	3164	262	945	1957
ENSMUST00000127845	1327	54	231	1042
ENSMUST00000056338	4621	551	3909	161
ENSMUST00000080660	1011	29	945	37
ENSMUST00000108418	1934	25	1752	157
ENSMUST00000209624	1229	NA	NA	NA
ENSMUST00000071362	981	NA	981	NA
ENSMUST00000063957	613	54	444	115
ENSMUST00000098513	5263	92	840	4331
ENSMUST00000035836	4995	540	3774	681
ENSMUST00000106837	1389	101	798	490
ENSMUST00000213918	4828	601	951	3276
ENSMUST00000206860	594	150	279	165
ENSMUST00000074575	1735	244	1347	144
ENSMUST00000191073	1581	281	906	394
ENSMUST00000205568	2650	107	1482	1061
ENSMUST00000105196	918	NA	918	NA
ENSMUST00000206705	1152	93	1059	NA
ENSMUST00000185997	252	NA	NA	NA
ENSMUST00000026897	4589	24	2133	2432
ENSMUST00000033378	4838	532	1656	2650
ENSMUST00000183817	599	102	249	248
ENSMUST00000163504	1913	156	993	764
ENSMUST00000050599	939	NA	939	NA
ENSMUST00000185841	305	NA	165	140
ENSMUST00000178257	1841	30	1554	257
ENSMUST00000108620	1828	46	1695	87
ENSMUST00000050833	1944	136	618	1190
ENSMUST00000066041	6006	247	1677	4082
ENSMUST00000166753	1722	204	1518	NA
ENSMUST00000081116	957	NA	957	NA
ENSMUST00000232758	9890	147	2490	7253
ENSMUST00000209560	1385	NA	NA	NA
ENSMUST00000165023	2003	137	1128	738
ENSMUST00000213869	3530	48	960	2522
ENSMUST00000151107	583	130	144	309
ENSMUST00000106263	3132	838	1860	434
ENSMUST00000167273	2809	764	1974	71
ENSMUST00000098224	1079	78	948	53
ENSMUST00000105187	918	NA	918	NA
ENSMUST00000107086	3993	289	2052	1652
ENSMUST00000164683	924	NA	924	NA
ENSMUST00000108482	1871	193	1419	259
ENSMUST00000214160	4999	384	969	3646
ENSMUST00000208803	747	NA	NA	NA
ENSMUST00000106228	2835	694	1011	1130
ENSMUST00000208121	463	NA	NA	NA
ENSMUST00000206084	772	5	561	206
ENSMUST00000061055	954	NA	954	NA
ENSMUST00000214722	4676	105	966	3605
ENSMUST00000106169	4536	430	1269	2837
ENSMUST00000178163	934	56	786	92
ENSMUST00000033339	4354	426	3729	199
ENSMUST00000144897	3152	181	813	2158
ENSMUST00000156690	5538	336	1497	3705
ENSMUST00000181631	2215	NA	NA	NA
ENSMUST00000217157	3530	157	2799	574
ENSMUST00000164589	1293	64	1035	194
ENSMUST00000207278	2287	404	1857	26
ENSMUST00000032709	2480	356	852	1272
ENSMUST00000168189	4552	600	3378	574
ENSMUST00000106866	558	93	444	21
ENSMUST00000219803	1646	610	957	79
ENSMUST00000108165	2466	180	1905	381
ENSMUST00000098722	966	NA	966	NA
ENSMUST00000191011	2712	185	2127	400
ENSMUST00000173825	680	NA	NA	NA
ENSMUST00000106313	1285	153	1017	115
ENSMUST00000217432	3246	305	996	1945
ENSMUST00000117383	1094	328	573	193
ENSMUST00000001824	3125	184	2259	682
ENSMUST00000057385	927	NA	927	NA
ENSMUST00000227411	4928	485	960	3483
ENSMUST00000217734	1190	91	954	145
ENSMUST00000098604	1384	295	759	330
ENSMUST00000172448	2460	NA	2460	NA
ENSMUST00000105932	455	70	333	52
ENSMUST00000106745	2410	492	1476	442
ENSMUST00000152754	1521	NA	NA	NA
ENSMUST00000117222	1023	300	390	333
ENSMUST00000121748	2295	377	1476	442
ENSMUST00000206616	439	NA	NA	NA
ENSMUST00000118755	3028	277	2559	192
ENSMUST00000082090	3806	305	3249	252
ENSMUST00000124773	12083	248	2556	9279
ENSMUST00000118444	3877	364	2310	1203
ENSMUST00000187267	386	NA	NA	NA
ENSMUST00000208551	2678	2	2229	447
ENSMUST00000209313	1261	NA	NA	NA
ENSMUST00000144858	380	114	207	59
ENSMUST00000061482	1130	34	1011	85
ENSMUST00000026096	4680	17	2973	1690
ENSMUST00000094866	4477	45	2559	1873
ENSMUST00000032908	1627	15	1506	106
ENSMUST00000206742	1140	NA	NA	NA
ENSMUST00000174355	1104	60	936	108
ENSMUST00000089565	1664	600	846	218
ENSMUST00000233941	5009	105	1518	3386
ENSMUST00000004728	1962	7	1212	743
ENSMUST00000215075	3418	1179	966	1273
ENSMUST00000190617	3230	355	2607	268
ENSMUST00000033185	1499	47	1383	69
ENSMUST00000122202	1336	274	864	198
ENSMUST00000168335	578	88	468	22
ENSMUST00000009667	3072	39	2733	300
ENSMUST00000038359	3564	117	3357	90
ENSMUST00000077356	2189	7	1476	706
ENSMUST00000186394	1930	216	330	1384
ENSMUST00000210999	1254	56	1053	145
ENSMUST00000169129	5122	296	2364	2462
ENSMUST00000077385	2546	87	1503	956
ENSMUST00000033178	2180	147	801	1232
ENSMUST00000060187	3410	1139	963	1308
ENSMUST00000209655	893	NA	NA	NA
ENSMUST00000140716	817	NA	NA	NA
ENSMUST00000026580	3357	133	2748	476
ENSMUST00000208759	1242	252	924	66
ENSMUST00000210781	5975	132	4737	1106
ENSMUST00000071986	566	104	393	69
ENSMUST00000103079	3286	415	1641	1230
ENSMUST00000108450	1955	231	1404	320
ENSMUST00000211508	4624	104	945	3575
ENSMUST00000209866	2980	147	939	1894
ENSMUST00000080834	2181	472	1593	116
ENSMUST00000106983	1307	406	768	133
ENSMUST00000184554	782	NA	NA	NA
ENSMUST00000217136	3182	193	939	2050
ENSMUST00000206349	883	75	618	190
ENSMUST00000205407	1412	156	1065	191
ENSMUST00000108554	3723	116	2586	1021
ENSMUST00000210034	870	184	501	185
ENSMUST00000213549	2714	282	939	1493
ENSMUST00000169486	4994	532	1764	2698
ENSMUST00000094109	1250	266	984	NA
ENSMUST00000207683	647	55	558	34
ENSMUST00000098509	3411	594	1407	1410
ENSMUST00000067210	2272	204	1521	547
ENSMUST00000216613	2613	129	954	1530
ENSMUST00000074758	1368	51	1317	NA
ENSMUST00000098346	6554	493	3459	2602
ENSMUST00000049052	3878	209	1632	2037
ENSMUST00000205413	1294	176	264	854
ENSMUST00000208180	336	NA	NA	NA
ENSMUST00000205977	891	112	726	53
ENSMUST00000032968	2432	36	1641	755
ENSMUST00000106839	1486	102	894	490
ENSMUST00000032825	2125	93	1392	640
ENSMUST00000213651	4457	773	951	2733
ENSMUST00000108532	3346	86	2550	710
ENSMUST00000176408	1697	60	1404	233
ENSMUST00000108110	492	47	279	166
ENSMUST00000210333	3861	2419	414	1028
ENSMUST00000026562	765	82	405	278
ENSMUST00000209550	1141	114	1014	13
ENSMUST00000206092	3358	170	1080	2108
ENSMUST00000208538	4372	92	3918	362
ENSMUST00000179470	123	NA	NA	NA
ENSMUST00000062144	5731	162	927	4642
ENSMUST00000132167	2104	NA	NA	NA
ENSMUST00000013886	2983	82	2349	552
ENSMUST00000214318	3828	219	954	2655
ENSMUST00000033056	3800	214	582	3004
ENSMUST00000209095	2571	136	1929	506
ENSMUST00000079117	936	NA	936	NA
ENSMUST00000205271	1942	250	993	699
ENSMUST00000179248	523	22	339	162
ENSMUST00000174215	1066	434	531	101
ENSMUST00000073059	945	NA	945	NA
ENSMUST00000106550	5524	364	1599	3561
ENSMUST00000207334	3664	615	909	2140
ENSMUST00000210864	503	20	483	NA
ENSMUST00000041845	2631	NA	2631	NA
ENSMUST00000215340	3938	329	924	2685
ENSMUST00000164045	921	NA	921	NA
ENSMUST00000005751	6198	538	2571	3089
ENSMUST00000233079	9530	328	2328	6874
ENSMUST00000130500	719	102	522	95
ENSMUST00000211785	403	NA	NA	NA
ENSMUST00000209071	2488	NA	NA	NA
ENSMUST00000106069	3117	91	2481	545
ENSMUST00000036331	3341	265	1257	1819
ENSMUST00000120340	4643	24	324	4295
ENSMUST00000189378	2878	371	2127	380
ENSMUST00000061695	481	16	336	129
ENSMUST00000106095	1299	251	834	214
ENSMUST00000098372	2695	NA	NA	NA
ENSMUST00000043898	708	272	306	130
ENSMUST00000069449	2275	278	615	1382
ENSMUST00000081649	655	72	435	148
ENSMUST00000152703	1476	16	531	929
ENSMUST00000232799	2960	116	1746	1098
ENSMUST00000149974	935	NA	NA	NA
ENSMUST00000032561	2215	299	1128	788
ENSMUST00000233793	6558	55	1686	4817
ENSMUST00000179511	921	NA	921	NA
ENSMUST00000151120	2127	234	1233	660
ENSMUST00000080153	2320	320	915	1085
ENSMUST00000227700	5487	220	801	4466
ENSMUST00000066317	2849	34	2538	277
ENSMUST00000209098	2281	109	1161	1011
ENSMUST00000167377	7444	221	4974	2249
ENSMUST00000207102	3388	457	2454	477
ENSMUST00000033012	3346	165	2862	319
ENSMUST00000165916	924	NA	924	NA
ENSMUST00000003074	631	155	294	182
ENSMUST00000184143	435	85	183	167
ENSMUST00000097936	2503	85	543	1875
ENSMUST00000207693	1927	67	225	1635
ENSMUST00000209078	1319	NA	NA	NA
ENSMUST00000207019	654	199	219	236
ENSMUST00000205440	3089	315	2013	761
ENSMUST00000208190	2259	82	1161	1016
ENSMUST00000209638	6501	460	921	5120
ENSMUST00000062620	410	49	252	109
ENSMUST00000033057	1149	385	693	71
ENSMUST00000183409	9005	300	7284	1421
ENSMUST00000121085	4649	351	4098	200
ENSMUST00000033290	2955	413	2256	286
ENSMUST00000214347	5706	25	984	4697
ENSMUST00000089052	2344	209	915	1220
ENSMUST00000105934	480	90	333	57
ENSMUST00000236262	5964	180	933	4851
ENSMUST00000234781	1973	15	1728	230
ENSMUST00000105199	918	NA	918	NA
ENSMUST00000208740	366	56	216	94
ENSMUST00000122432	3060	404	1740	916
ENSMUST00000216750	2010	131	927	952
ENSMUST00000043314	2745	151	1506	1088
ENSMUST00000084738	3161	281	2154	726
ENSMUST00000134176	1189	568	429	192
ENSMUST00000105200	924	NA	924	NA
ENSMUST00000032775	1817	99	465	1253
ENSMUST00000226947	8145	487	870	6788
ENSMUST00000108449	1514	11	1359	144
ENSMUST00000119954	5995	314	4662	1019
ENSMUST00000163903	939	56	441	442
ENSMUST00000217091	3225	125	954	2146
ENSMUST00000047356	1816	373	852	591
ENSMUST00000210319	2171	NA	NA	NA
ENSMUST00000032961	829	242	243	344
ENSMUST00000009831	803	57	540	206
ENSMUST00000208944	2306	63	1503	740
ENSMUST00000098461	1227	112	846	269
ENSMUST00000094434	968	253	552	163
ENSMUST00000190907	8757	NA	8757	NA
ENSMUST00000124552	618	210	159	249
ENSMUST00000001792	5260	227	3969	1064
ENSMUST00000086400	3461	102	741	2618
ENSMUST00000227695	5292	849	960	3483
ENSMUST00000217416	2195	96	945	1154
ENSMUST00000040531	4349	245	2064	2040
ENSMUST00000232789	4613	105	1122	3386
ENSMUST00000209732	977	136	801	40
ENSMUST00000051209	8694	364	4716	3614
ENSMUST00000211589	2331	NA	NA	NA
ENSMUST00000094583	1625	61	960	604
ENSMUST00000205439	535	226	279	30
ENSMUST00000004770	6042	162	1602	4278
ENSMUST00000164880	1662	176	903	583
ENSMUST00000216143	2612	128	954	1530
ENSMUST00000071739	2260	191	1473	596
ENSMUST00000232761	8801	33	1386	7382
ENSMUST00000081996	945	NA	945	NA
ENSMUST00000080348	2591	263	2091	237
ENSMUST00000085592	5798	403	3180	2215
ENSMUST00000094644	4623	396	4026	201
ENSMUST00000033264	2793	203	1389	1201
ENSMUST00000154292	2767	NA	2676	91
ENSMUST00000106262	3169	1151	1860	158
ENSMUST00000037448	1935	NA	1935	NA
ENSMUST00000033020	11340	88	804	10448
ENSMUST00000033036	3359	115	1050	2194
ENSMUST00000122136	1599	15	1248	336
ENSMUST00000211206	2140	955	453	732
ENSMUST00000215359	3613	141	957	2515
ENSMUST00000186073	3287	NA	NA	NA
ENSMUST00000184855	409	NA	NA	NA
ENSMUST00000215417	2921	206	945	1770
ENSMUST00000040413	1546	131	918	497
ENSMUST00000080817	7147	14	2085	5048
ENSMUST00000026553	1460	38	990	432
ENSMUST00000159560	2207	226	1317	664
ENSMUST00000106549	1467	228	957	282
ENSMUST00000085809	7713	616	5331	1766
ENSMUST00000066070	774	82	657	35
ENSMUST00000009344	4455	507	3375	573
ENSMUST00000107122	6867	122	6519	226
ENSMUST00000209526	2819	68	861	1890
ENSMUST00000239015	1855	114	807	934
ENSMUST00000094339	2640	163	852	1625
ENSMUST00000216335	4724	2075	945	1704
ENSMUST00000172417	648	NA	648	NA
ENSMUST00000047040	1662	141	783	738
ENSMUST00000033198	1383	187	942	254
ENSMUST00000097957	1199	207	570	422
ENSMUST00000168005	3004	115	2154	735
ENSMUST00000075704	945	NA	945	NA
ENSMUST00000106741	4417	183	4035	199
ENSMUST00000209339	754	NA	NA	NA
ENSMUST00000178048	4524	28	4047	449
ENSMUST00000207269	436	NA	NA	NA
ENSMUST00000208119	2173	189	1254	730
ENSMUST00000211240	4073	76	558	3439
ENSMUST00000060879	951	NA	951	NA
ENSMUST00000084830	2513	396	1344	773
ENSMUST00000107043	931	111	405	415
ENSMUST00000106859	1382	168	939	275
ENSMUST00000206393	371	NA	NA	NA
ENSMUST00000057974	1531	119	876	536
ENSMUST00000116269	2487	303	1317	867
ENSMUST00000121175	5118	59	4803	256
ENSMUST00000208816	820	79	633	108
ENSMUST00000211674	3142	340	1173	1629
ENSMUST00000189314	5087	11	4314	762
ENSMUST00000210788	547	NA	NA	NA
ENSMUST00000216727	1958	221	924	813
ENSMUST00000228482	13495	563	1020	11912
ENSMUST00000106340	1647	30	1083	534
ENSMUST00000233726	8982	33	2409	6540
ENSMUST00000106339	518	95	330	93
ENSMUST00000108211	1278	273	462	543
ENSMUST00000208257	850	NA	NA	NA
ENSMUST00000205832	618	187	270	161
ENSMUST00000228086	3013	899	933	1181
ENSMUST00000097998	4341	296	291	3754
ENSMUST00000075470	936	NA	936	NA
ENSMUST00000211456	1180	NA	NA	NA
ENSMUST00000210682	6694	187	5451	1056
ENSMUST00000213290	2327	121	969	1237
ENSMUST00000058702	1828	135	993	700
ENSMUST00000052535	1123	175	948	NA
ENSMUST00000033157	3479	64	471	2944
ENSMUST00000167493	1656	135	1371	150
ENSMUST00000168730	11925	96	2556	9273
ENSMUST00000207119	5548	NA	NA	NA
ENSMUST00000064547	1080	136	633	311
ENSMUST00000164409	918	NA	918	NA
ENSMUST00000208542	674	NA	NA	NA
ENSMUST00000036274	2909	100	681	2128
ENSMUST00000134446	670	349	144	177
ENSMUST00000033169	2525	260	1368	897
ENSMUST00000214374	15300	NA	15186	114
ENSMUST00000208295	1375	NA	NA	NA
ENSMUST00000213840	3980	428	954	2598
ENSMUST00000003850	3247	141	2037	1069
ENSMUST00000166020	5481	NA	5481	NA
ENSMUST00000205316	2912	88	1029	1795
ENSMUST00000094340	2547	98	1635	814
ENSMUST00000098799	5119	204	1632	3283
ENSMUST00000077780	2480	794	1668	18
ENSMUST00000007423	3571	NA	2994	577
ENSMUST00000106112	1756	113	564	1079
ENSMUST00000042627	627	NA	357	270
ENSMUST00000179780	2404	67	1065	1272
ENSMUST00000057254	2376	117	1977	282
ENSMUST00000074455	2777	203	1251	1323
ENSMUST00000130139	2484	91	1494	899
ENSMUST00000173739	1221	177	936	108
ENSMUST00000047091	2581	350	1428	803
ENSMUST00000239424	1978	136	1605	237
ENSMUST00000171066	1780	331	591	858
ENSMUST00000003971	735	25	624	86
ENSMUST00000059121	2298	268	1833	197
ENSMUST00000205647	1943	NA	NA	NA
ENSMUST00000172947	2559	132	2076	351
ENSMUST00000215733	3914	227	960	2727
ENSMUST00000216447	2448	289	954	1205
ENSMUST00000173459	3699	115	2559	1025
ENSMUST00000084664	4312	539	3093	680
ENSMUST00000081618	3004	583	2421	NA
ENSMUST00000108411	2248	191	1461	596
ENSMUST00000098326	10982	337	873	9772
ENSMUST00000162731	2489	430	1689	370
ENSMUST00000119990	4880	657	4023	200
ENSMUST00000072968	945	NA	945	NA
ENSMUST00000078686	2372	427	1254	691
ENSMUST00000047085	8750	206	1938	6606
ENSMUST00000216570	2149	461	954	734
ENSMUST00000138267	2827	943	1071	813
ENSMUST00000072804	8227	169	2484	5574
ENSMUST00000094388	1219	110	966	143
ENSMUST00000079759	3441	132	2568	741
ENSMUST00000205437	1016	414	354	248
ENSMUST00000210004	1651	NA	NA	NA
ENSMUST00000209433	511	NA	NA	NA
ENSMUST00000208017	544	15	396	133
ENSMUST00000213721	3001	627	951	1423
ENSMUST00000049004	3422	101	2901	420
ENSMUST00000205266	2513	353	1698	462
ENSMUST00000051505	939	NA	939	NA
ENSMUST00000060783	2356	187	1707	462
ENSMUST00000067680	7675	220	2712	4743
ENSMUST00000120007	1087	138	819	130
ENSMUST00000003512	1770	416	1098	256
ENSMUST00000079439	877	157	519	201
ENSMUST00000055085	1222	210	681	331
ENSMUST00000185407	520	18	339	163
ENSMUST00000052152	3157	183	942	2032
ENSMUST00000032555	1646	171	1086	389
ENSMUST00000032766	2090	131	1497	462
ENSMUST00000106814	1558	99	1404	55
ENSMUST00000071457	702	64	432	206
ENSMUST00000124899	4928	750	957	3221
ENSMUST00000206372	230	NA	NA	NA
ENSMUST00000205302	465	NA	NA	NA
ENSMUST00000033263	2625	192	1929	504
ENSMUST00000121378	1304	127	1107	70
ENSMUST00000206382	2607	327	1392	888
ENSMUST00000210650	3668	129	2430	1109
ENSMUST00000041968	3700	199	1377	2124
ENSMUST00000233902	7856	104	2475	5277
ENSMUST00000208505	3523	615	606	2302
ENSMUST00000207694	1836	NA	NA	NA
ENSMUST00000108283	2899	286	1782	831
ENSMUST00000058745	3691	490	2583	618
ENSMUST00000233415	4730	116	1830	2784
ENSMUST00000063761	2793	270	2397	126
ENSMUST00000119283	915	NA	NA	NA
ENSMUST00000211626	726	151	519	56
ENSMUST00000105933	552	165	333	54
ENSMUST00000094790	2856	166	1383	1307
ENSMUST00000163474	726	NA	726	NA
ENSMUST00000051495	699	78	291	330
ENSMUST00000063956	2714	25	2454	235
ENSMUST00000055993	5281	45	1104	4132
ENSMUST00000208802	361	NA	NA	NA
ENSMUST00000026896	5368	180	1128	4060
ENSMUST00000107096	952	30	576	346
ENSMUST00000227010	6279	238	921	5120
ENSMUST00000056246	2042	188	1251	603
ENSMUST00000105197	945	NA	945	NA
ENSMUST00000051943	1058	32	957	69
ENSMUST00000108492	6402	46	1995	4361
ENSMUST00000166837	3673	65	1065	2543
ENSMUST00000019514	2290	271	450	1569
ENSMUST00000026541	1220	72	681	467
ENSMUST00000011776	843	125	639	79
ENSMUST00000046351	2886	856	1881	149
ENSMUST00000106139	2233	217	1836	180
ENSMUST00000177212	1696	34	1590	72
ENSMUST00000075085	2172	885	903	384
ENSMUST00000053950	2923	123	1104	1696
ENSMUST00000107533	977	NA	NA	NA
ENSMUST00000211237	634	NA	NA	NA
ENSMUST00000182546	1964	346	1503	115
ENSMUST00000171039	1144	86	960	98
ENSMUST00000069861	2251	60	651	1540
ENSMUST00000003049	2619	348	2238	33
ENSMUST00000191346	377	NA	NA	NA
ENSMUST00000169130	2992	29	2580	383
ENSMUST00000086282	4516	116	2559	1841
ENSMUST00000181066	2144	NA	NA	NA
ENSMUST00000033159	2046	220	1572	254
ENSMUST00000098192	703	127	444	132
ENSMUST00000207063	727	138	573	16
ENSMUST00000168158	1754	179	1518	57
ENSMUST00000072475	4512	116	2559	1837
ENSMUST00000053156	2301	535	993	773
ENSMUST00000118571	1771	396	375	1000
ENSMUST00000214147	2646	162	954	1530
ENSMUST00000051364	763	43	390	330
ENSMUST00000164119	784	254	492	38
ENSMUST00000208961	3029	NA	NA	NA
ENSMUST00000061639	5223	277	2049	2897
ENSMUST00000236378	18544	412	933	17199
ENSMUST00000207409	558	NA	NA	NA
ENSMUST00000207775	6499	6	6102	391
ENSMUST00000063509	2143	276	849	1018
ENSMUST00000077417	1071	126	945	NA
ENSMUST00000080437	5004	288	3864	852
ENSMUST00000238805	580	NA	NA	NA
ENSMUST00000004655	2100	192	1428	480
ENSMUST00000165096	2837	101	2613	123
ENSMUST00000061284	960	NA	960	NA
ENSMUST00000216700	3734	252	960	2522
ENSMUST00000167197	1944	270	1341	333
ENSMUST00000107899	6390	4	5979	407
ENSMUST00000169374	888	NA	888	NA
ENSMUST00000051390	2171	195	1563	413
ENSMUST00000182515	3340	225	2208	907
ENSMUST00000012796	907	164	552	191
ENSMUST00000049298	4562	433	1344	2785
ENSMUST00000211713	5244	745	3972	527
ENSMUST00000206093	4664	NA	NA	NA
ENSMUST00000216919	3282	158	945	2179
ENSMUST00000163096	924	NA	924	NA
ENSMUST00000211352	1453	123	987	343
ENSMUST00000227427	2880	464	921	1495
ENSMUST00000168528	1210	212	993	5
ENSMUST00000203908	1740	NA	1740	NA
ENSMUST00000174637	924	NA	924	NA
ENSMUST00000086229	996	47	921	28
ENSMUST00000211345	1275	43	945	287
ENSMUST00000169556	1832	131	933	768
ENSMUST00000183190	1906	391	252	1263
ENSMUST00000094216	4433	1084	1089	2260
ENSMUST00000098222	981	NA	981	NA
ENSMUST00000061823	3801	NA	NA	NA
ENSMUST00000108196	1192	72	603	517
ENSMUST00000208775	1148	NA	NA	NA
ENSMUST00000216612	2929	120	951	1858
ENSMUST00000214383	2582	150	939	1493
ENSMUST00000003183	2072	103	1500	469
ENSMUST00000117394	4985	833	3723	429
ENSMUST00000160289	1435	107	1146	182
ENSMUST00000107729	2519	195	1200	1124
ENSMUST00000207682	397	NA	NA	NA
ENSMUST00000216230	2085	119	948	1018
ENSMUST00000185220	7144	446	930	5768
ENSMUST00000140881	483	NA	NA	NA
ENSMUST00000107044	1806	203	570	1033
ENSMUST00000182490	2872	306	2445	121
ENSMUST00000187626	397	NA	NA	NA
ENSMUST00000106982	1039	138	768	133
ENSMUST00000226264	7796	1098	930	5768
ENSMUST00000208788	889	705	156	28
ENSMUST00000108151	1775	128	1398	249
ENSMUST00000124096	2425	368	549	1508
ENSMUST00000106006	2277	231	690	1356
ENSMUST00000205714	416	93	231	92
ENSMUST00000164845	4581	116	2559	1906
ENSMUST00000216868	3953	304	948	2701
ENSMUST00000084811	954	NA	954	NA
ENSMUST00000106728	2890	57	2418	415
ENSMUST00000106166	1270	240	930	100
ENSMUST00000122232	4286	391	2382	1513
ENSMUST00000098438	1088	33	996	59
ENSMUST00000120425	573	8	360	205
ENSMUST00000203485	1932	394	1260	278
ENSMUST00000041460	3927	52	756	3119
ENSMUST00000205308	993	NA	813	180
ENSMUST00000154629	2079	35	372	1672
ENSMUST00000214806	1641	110	954	577
ENSMUST00000072155	2536	506	1002	1028
ENSMUST00000228133	5749	1306	960	3483
ENSMUST00000165961	924	NA	924	NA
ENSMUST00000108457	1632	37	1518	77
ENSMUST00000075738	618	109	261	248
ENSMUST00000209690	988	92	285	611
ENSMUST00000215815	5044	774	957	3313
ENSMUST00000232927	7896	287	2163	5446
ENSMUST00000059851	5985	293	915	4777
ENSMUST00000076958	1131	91	948	92
ENSMUST00000217653	1876	47	939	890
ENSMUST00000047194	2175	67	714	1394
ENSMUST00000171937	6251	350	4500	1401
ENSMUST00000049430	2575	430	1869	276
ENSMUST00000182173	391	64	315	12
ENSMUST00000119469	2021	28	1992	1
ENSMUST00000214840	1505	439	951	115
ENSMUST00000108017	3047	147	2577	323
ENSMUST00000162069	422	51	276	95
ENSMUST00000081044	948	NA	948	NA
ENSMUST00000213251	1777	115	924	738
ENSMUST00000059199	2508	218	1296	994
ENSMUST00000239470	1978	355	1317	306
ENSMUST00000208824	292	NA	NA	NA
ENSMUST00000206960	2130	104	1959	67
ENSMUST00000058444	3816	1046	2139	631
ENSMUST00000106937	1713	549	930	234
ENSMUST00000206814	444	NA	NA	NA
ENSMUST00000215768	4231	622	924	2685
ENSMUST00000085094	201	NA	NA	NA
ENSMUST00000106372	1370	39	792	539
ENSMUST00000033049	680	92	294	294
ENSMUST00000108154	8454	9	8142	303
ENSMUST00000210061	2445	165	2151	129
ENSMUST00000210823	877	NA	NA	NA
ENSMUST00000174409	2716	191	2265	260
ENSMUST00000108498	1391	97	705	589
ENSMUST00000174775	921	NA	921	NA
ENSMUST00000211667	506	33	234	239
ENSMUST00000208637	1987	NA	NA	NA
ENSMUST00000164387	1206	133	450	623
ENSMUST00000205889	3011	289	2175	547
ENSMUST00000074040	761	106	387	268
ENSMUST00000119041	2979	270	1080	1629
ENSMUST00000080553	2135	102	1701	332
ENSMUST00000061586	6693	249	2826	3618
ENSMUST00000174364	921	NA	921	NA
ENSMUST00000211005	3961	157	2955	849
ENSMUST00000106300	1015	30	825	160
ENSMUST00000026817	705	99	366	240
ENSMUST00000205933	458	104	231	123
ENSMUST00000110214	1638	NA	1638	NA
ENSMUST00000084753	1055	23	945	87
ENSMUST00000008462	2851	157	1311	1383
ENSMUST00000209884	399	NA	NA	NA
ENSMUST00000067425	2684	224	1269	1191
ENSMUST00000176716	1080	115	264	701
ENSMUST00000207580	868	484	372	12
ENSMUST00000079282	4255	115	3405	735
ENSMUST00000106468	3304	150	3093	61
ENSMUST00000087092	1259	244	942	73
ENSMUST00000121743	2204	171	1884	149
ENSMUST00000080058	2107	349	1260	498
ENSMUST00000205669	304	NA	NA	NA
ENSMUST00000208953	3357	NA	NA	NA
ENSMUST00000048015	4333	321	2661	1351
ENSMUST00000210932	2383	228	936	1219
ENSMUST00000190381	874	NA	NA	NA
ENSMUST00000211246	852	6	663	183
ENSMUST00000233456	8021	42	1779	6200
ENSMUST00000209231	958	NA	NA	NA
ENSMUST00000227080	13256	324	1020	11912
ENSMUST00000079323	5802	206	2637	2959
ENSMUST00000233239	5426	105	1935	3386
ENSMUST00000207361	517	NA	NA	NA
ENSMUST00000051389	6953	114	3780	3059
ENSMUST00000209653	2189	NA	NA	NA
ENSMUST00000107737	3548	436	1854	1258
ENSMUST00000210963	3157	57	954	2146
ENSMUST00000108524	897	NA	897	NA
ENSMUST00000000220	478	91	333	54
ENSMUST00000190369	1882	127	1356	399
ENSMUST00000141126	1344	387	735	222
ENSMUST00000169357	1691	13	1032	646
ENSMUST00000211945	1501	139	657	705
ENSMUST00000209193	487	116	204	167
ENSMUST00000032823	2611	NA	1782	829
ENSMUST00000038743	2310	75	2085	150
ENSMUST00000070980	1826	53	990	783
ENSMUST00000227713	2677	733	948	996
ENSMUST00000106789	2841	196	2235	410
ENSMUST00000108600	742	39	675	28
ENSMUST00000108436	2599	287	1461	851
ENSMUST00000108141	1526	67	1350	109
ENSMUST00000087566	1549	109	1257	183
